age,income,loan_amount,employment_years,has_previous_loans,credit_score,defaulted_before,approved
60,52619,13865,33,0,697,0,1
47,39910,11206,14,0,719,0,1
54,41278,13677,9,0,656,0,1
41,45204,13461,4,1,720,0,1
53,47305,5213,23,0,710,0,1
37,38897,9839,20,0,613,0,1
33,36590,21061,8,1,580,0,1
57,48286,14212,23,0,738,0,1
66,40923,10383,49,0,713,0,1
56,27325,12376,6,1,563,0,1
54,35204,17928,9,0,698,0,1
58,45577,16811,42,0,635,0,1
54,46463,19254,25,1,710,1,1
62,41741,11381,43,0,533,1,1
32,47859,12884,1,0,731,0,1
36,31235,11444,3,1,658,0,1
51,57212,15191,34,0,785,0,1
26,60030,14474,0,1,688,0,1
52,48169,9206,4,0,708,0,1
57,66023,15772,2,1,642,0,1
41,30891,18454,17,0,707,1,1
43,18884,14569,24,1,714,0,1
44,52639,16105,9,1,628,1,1
39,79497,22958,7,0,649,1,1
40,42248,22314,4,1,664,0,0
67,61539,15332,25,0,623,0,1
27,58098,10466,11,0,557,0,1
22,63708,15416,6,1,765,0,1
55,52640,10455,32,1,736,0,1
65,77233,5119,29,1,663,0,1
63,68788,9994,1,1,736,0,1
21,59507,17051,5,0,679,0,1
66,44698,17021,40,0,638,0,1
47,42231,20568,23,0,727,0,1
44,57917,14158,25,1,652,0,1
57,62875,14240,23,0,743,0,1
33,52780,16688,15,0,658,0,1
41,65380,9829,18,0,726,0,1
23,48495,12891,4,0,624,1,1
61,39091,8635,32,0,696,1,1
66,32799,24536,9,0,621,0,1
38,17394,15654,15,1,806,0,1
37,43051,25360,16,0,662,0,1
64,57468,18764,16,0,619,0,1
59,38336,14002,15,1,668,0,1
44,52201,20318,12,1,647,1,1
26,60450,15938,10,0,679,0,1
29,66262,15907,7,0,720,0,1
53,63656,16339,28,0,685,0,1
44,65368,26667,8,1,710,0,1
42,40592,14160,16,0,736,0,1
44,54328,18619,4,1,623,0,1
47,34733,18010,9,0,644,0,0
49,67022,18496,7,0,641,0,1
36,67753,18031,12,0,704,1,1
66,49329,17573,11,0,850,0,1
55,30593,16378,21,1,768,0,1
24,66117,15614,3,1,682,0,0
53,66743,21340,6,1,697,0,1
46,80128,13064,27,0,663,0,1
51,64514,15588,12,0,599,0,1
41,56862,13967,21,1,739,0,0
32,49789,15543,7,1,624,0,1
26,44759,14401,5,0,759,0,1
58,50917,11967,33,1,749,1,1
49,32157,16842,31,1,721,0,1
63,36242,17251,9,0,703,1,1
35,62302,19261,14,0,667,0,1
27,54655,9486,10,1,673,0,1
67,56917,15872,29,0,722,0,1
64,45091,12216,19,0,635,0,1
45,57264,15260,27,0,698,0,1
69,49995,19803,29,1,642,0,1
51,43364,17041,2,0,659,0,1
43,49324,22469,15,0,738,0,1
36,66071,21389,2,1,662,0,1
49,57693,23034,18,0,741,0,1
54,68464,7689,8,1,774,0,1
43,24521,16555,11,1,728,0,1
51,18024,10497,16,1,733,0,1
35,84919,12481,4,0,733,0,1
58,47133,9443,3,1,747,0,1
31,49616,14835,12,0,677,1,1
55,42773,11937,34,1,622,0,1
21,63095,8413,4,1,737,0,1
33,34752,16538,7,0,674,0,1
40,37945,19104,24,1,701,0,1
18,77871,19438,0,0,664,0,1
42,37745,10527,12,0,676,0,1
59,42178,21168,10,1,715,0,1
55,55064,16244,10,1,627,0,1
41,61557,24079,14,1,647,0,1
55,58038,14857,23,0,610,0,1
59,60414,19453,18,0,646,1,0
63,80124,12226,36,1,655,0,1
47,66779,19060,24,1,724,0,1
21,52546,13369,2,0,646,0,1
54,35907,13971,7,0,607,0,0
65,49093,22081,39,0,709,0,1
58,51405,11669,39,1,737,0,1
34,58526,13549,15,1,690,0,1
23,50693,14594,5,1,678,1,0
27,51413,12206,2,1,674,0,1
66,68654,11970,48,0,699,0,1
21,1372,17417,2,1,659,0,1
37,54017,14345,9,1,603,0,1
20,61711,14530,3,0,680,0,1
48,29323,17535,19,1,688,1,1
22,70797,13384,6,0,601,0,1
41,58321,15857,9,1,612,0,1
50,61239,17365,10,1,635,0,1
65,32071,17515,32,1,599,0,1
21,58240,9875,2,1,649,0,1
60,68230,13583,32,0,681,0,1
18,28940,10173,2,0,678,0,1
46,46749,7156,0,1,659,0,1
53,49173,12133,12,0,709,0,1
46,47522,14752,24,1,671,0,1
24,49782,13511,0,0,796,0,1
18,66931,22132,0,1,733,0,1
40,38159,13484,3,0,637,0,1
57,49778,8046,19,1,703,1,1
29,41705,14590,1,0,696,0,1
39,53840,19908,2,1,625,0,1
43,64877,10006,12,1,698,0,1
24,41680,19086,3,0,710,0,1
40,58448,20422,19,1,707,0,1
18,23377,11350,1,0,570,0,1
20,65975,12384,1,0,591,0,1
32,38852,6019,5,1,632,1,1
42,28896,9327,12,1,627,0,1
55,40420,14002,19,0,687,0,1
63,57668,14365,1,0,676,0,1
19,51531,14639,3,0,700,0,0
52,59943,25008,22,0,676,0,1
29,49123,17781,3,0,767,0,0
23,43910,9131,6,1,704,0,0
66,63281,13396,41,0,615,0,1
24,36387,12531,0,0,663,1,1
60,44445,8249,23,0,748,0,0
40,54344,14675,12,1,660,0,1
27,49627,18427,3,0,696,0,1
54,40059,12788,31,0,772,0,1
45,69602,15150,1,0,669,0,1
66,62293,20768,40,0,647,0,1
67,25689,14260,23,0,606,0,1
62,44346,18852,10,1,713,0,1
42,42675,8411,7,1,650,0,1
45,41367,20603,20,1,656,0,1
22,68703,18462,1,0,617,0,1
52,57873,12949,35,0,672,0,1
27,34049,17262,10,1,703,1,1
68,48269,11181,51,0,743,0,1
52,29455,17631,16,1,628,0,1
60,60451,13076,10,0,673,0,1
65,55240,13032,9,0,640,1,1
56,29603,18838,27,1,618,0,1
20,39815,19723,4,0,668,0,1
32,50696,1612,1,0,695,0,1
62,41623,7955,13,1,729,0,1
29,47117,9621,11,1,639,0,1
29,85079,16424,2,1,725,0,1
40,43582,20504,17,1,741,0,1
26,66489,5165,8,1,684,0,1
22,45512,16309,0,1,679,0,1
33,73262,8443,2,1,682,0,1
61,52193,15702,11,1,614,1,1
54,38037,24324,34,0,696,0,1
68,44351,12191,28,1,700,0,1
65,57412,16512,42,0,711,0,1
64,46324,14113,23,0,586,0,1
34,77387,22808,10,0,712,0,1
68,47637,12068,12,1,661,0,1
44,59776,14742,18,1,569,1,1
20,37100,8312,4,1,568,0,1
35,36689,16204,14,1,709,0,1
30,44120,15120,3,1,754,0,1
51,47991,11505,22,0,669,1,1
40,22488,21058,22,0,728,0,1
41,54479,12381,22,1,672,1,1
47,46072,9127,28,0,596,0,1
64,40415,14778,7,0,745,0,1
26,30820,8334,3,0,730,0,0
38,47975,17819,21,1,642,0,1
45,24322,13872,11,1,695,0,1
40,49620,21123,11,1,661,0,1
47,46925,23417,19,0,760,1,1
68,56341,17695,8,1,730,0,1
32,42732,13733,7,1,545,0,1
31,40096,15460,5,0,701,1,1
28,32921,18283,12,1,708,0,1
25,53588,17007,1,0,582,0,1
45,30936,16200,3,1,694,0,1
69,80587,16552,45,1,633,0,1
58,68506,16279,6,1,704,0,1
18,58663,6538,0,1,743,0,1
39,83840,22912,0,0,667,1,1
47,44436,15924,19,0,692,0,1
41,47938,11963,19,0,685,0,1
41,14730,7835,10,0,728,1,1
48,40601,9243,16,1,714,0,1
64,25444,19891,13,1,614,0,1
46,49867,22043,2,0,594,1,1
57,48561,13467,31,1,729,0,1
44,62151,26177,21,0,600,0,1
28,50275,18617,7,1,669,0,1
47,43200,15151,9,0,590,0,1
30,55653,14516,13,0,695,0,1
60,39014,19029,17,1,741,0,1
60,37152,15086,15,1,764,0,1
33,46104,18126,13,0,672,0,1
43,45086,10936,1,0,627,1,1
24,62544,8136,3,0,749,0,1
20,61449,8100,3,1,743,0,1
45,20946,18747,18,0,736,0,1
30,35627,14146,14,1,640,0,1
37,48563,26172,14,1,651,0,1
26,36041,17150,8,0,735,0,0
46,58325,23086,28,0,694,0,1
58,29597,18085,38,1,691,0,1
36,72665,18447,3,0,709,0,1
55,30887,18673,0,1,681,0,1
38,67993,13253,21,0,689,0,1
26,32918,9484,1,0,660,0,1
30,31962,19386,0,0,744,1,1
29,63448,11194,10,1,722,0,1
29,23484,19892,0,0,667,0,0
55,50946,14211,15,0,699,0,1
38,33953,13301,4,0,683,0,1
23,42006,8178,3,1,652,1,1
40,57769,16025,19,1,727,0,1
39,30515,15425,13,1,688,0,1
47,25400,11501,19,0,641,0,1
67,34088,8837,7,1,620,0,1
57,62329,11900,38,0,713,0,1
63,79999,23594,19,1,658,0,1
54,57532,12945,18,1,742,0,1
58,39107,16947,6,1,669,0,1
52,50870,10778,1,0,638,1,1
68,63932,19475,52,1,689,0,1
68,61193,15933,34,0,667,0,1
54,52466,13258,12,1,758,0,1
23,32079,16187,1,0,753,0,1
34,50015,20566,10,0,716,0,1
56,60054,17353,12,0,641,0,1
45,23148,9479,23,1,657,0,0
46,39925,17663,13,1,668,0,0
59,34012,10959,38,1,646,0,1
39,52723,11807,4,0,735,0,1
29,47920,6419,0,1,744,0,1
58,56852,16515,11,0,623,1,1
66,55921,14143,48,0,719,0,1
26,37768,15287,7,0,696,0,1
64,48137,15323,5,1,693,0,1
59,72034,19426,37,0,684,0,1
29,64293,16845,12,0,581,0,1
27,20668,23204,2,1,699,0,0
53,40880,13293,29,1,721,0,1
23,82408,18387,2,0,691,0,1
60,51388,13601,3,1,723,0,1
60,56346,4791,37,1,711,0,1
32,29936,4867,15,1,735,0,1
28,39562,16560,10,0,702,0,1
42,43306,6618,25,0,670,0,1
41,50995,25860,14,0,681,0,0
64,68460,19924,22,0,730,0,1
31,67204,15105,5,1,621,0,1
35,55856,19922,3,1,776,0,1
68,25997,15077,19,0,672,0,1
20,47511,16353,2,1,756,0,1
21,51517,12844,3,1,576,0,1
56,36558,23396,8,1,694,0,1
69,47889,9933,38,0,682,0,1
29,62683,18150,1,1,744,0,1
69,64597,13775,37,0,643,0,1
60,30028,26498,41,0,660,1,1
26,53868,13686,10,1,614,0,1
30,48237,10120,13,0,715,0,1
56,45405,11341,2,0,621,0,1
44,53912,10798,21,1,591,0,1
47,63925,8827,9,0,657,0,1
48,13087,13226,5,1,553,0,1
47,58663,15813,8,0,687,0,1
48,35100,13673,15,1,705,0,1
46,61405,16997,13,0,654,0,1
25,75050,13063,2,0,708,0,1
41,50412,18797,5,0,759,0,1
66,46350,12760,43,0,654,0,1
42,49361,20127,7,1,780,0,1
20,62958,16226,3,1,706,0,1
57,49451,14833,1,1,764,0,1
65,38432,10411,1,1,666,1,1
38,46446,19347,6,1,626,0,0
23,47785,14878,3,1,721,0,1
62,38057,18040,6,0,680,0,1
61,61117,21348,11,1,696,0,1
25,57317,17450,7,1,682,0,1
57,35126,20935,13,0,704,0,1
43,49511,16795,24,0,738,0,1
19,25270,11087,1,1,710,0,0
36,46538,15431,10,1,668,0,0
51,62732,12890,25,0,764,0,1
51,67124,17565,2,0,563,0,1
57,40197,12191,36,1,678,0,1
19,44101,9741,3,0,735,0,1
18,69869,21736,1,1,756,0,1
62,52816,11998,29,0,694,0,1
32,71607,15101,13,0,591,0,1
59,55640,18742,1,0,778,0,1
21,44992,12231,5,1,717,0,1
40,37488,13471,20,0,670,1,1
29,57633,24433,9,1,785,0,1
45,57522,14247,7,0,705,0,1
22,59790,14251,1,1,652,0,1
30,23442,13350,4,1,600,0,1
66,39818,12421,41,0,621,0,1
50,36565,15029,14,1,708,0,1
28,42879,22052,3,0,567,0,1
26,32060,12707,9,1,643,0,1
21,44855,14385,3,0,627,0,1
18,47904,26872,1,1,678,0,0
48,59471,14914,32,0,659,0,1
26,56302,15802,10,1,689,1,1
52,62900,15976,31,1,663,0,1
63,29328,12868,40,1,642,0,1
40,50327,14176,15,0,709,0,1
29,37419,13425,5,0,704,0,1
28,34505,12458,12,0,719,0,1
66,36565,15203,21,0,671,0,1
67,44164,11328,30,0,663,0,1
47,74506,13839,21,1,639,1,1
22,46027,10904,5,0,661,0,1
30,42364,8579,10,0,660,0,0
44,64539,12457,1,1,632,1,1
62,38305,17474,6,0,614,1,1
39,60537,15271,22,1,686,0,1
69,45238,6316,38,0,642,0,1
67,47156,17904,2,0,658,0,0
34,43814,14980,11,1,620,0,1
46,50364,17525,17,1,722,0,1
36,46531,17839,6,1,682,0,1
34,35955,6424,9,1,685,0,1
19,33842,15924,3,0,690,1,1
36,59715,18207,20,0,637,0,0
40,28148,11944,5,1,672,0,1
37,59072,13702,1,0,669,1,1
59,23529,10266,6,0,643,0,1
58,38855,13842,24,0,631,0,0
47,63587,17819,9,1,726,1,1
69,57868,21896,4,1,652,0,1
52,62439,10234,5,0,740,0,1
28,59596,14282,2,0,750,0,1
40,32715,21603,16,0,628,0,1
58,62651,29181,20,1,545,0,1
56,55311,21340,15,0,669,1,1
40,81075,14081,4,1,654,0,1
53,40985,8163,9,1,650,0,1
58,41223,15482,16,1,602,0,1
37,54900,15132,20,1,663,0,0
48,33971,9507,23,1,656,0,1
53,70750,10589,9,0,650,0,1
26,66598,18303,4,0,661,0,1
27,71394,19130,1,0,647,0,1
28,60901,15345,4,1,680,0,1
48,42446,7783,20,1,632,0,1
32,62988,20922,14,1,639,0,1
26,37304,12238,6,1,633,0,1
31,78981,15987,1,0,624,0,1
39,73668,20638,13,0,677,0,1
65,28386,18571,41,0,710,1,0
59,58447,9792,29,0,765,0,1
47,85544,15503,26,1,680,0,1
24,48981,14722,1,1,707,1,1
25,69179,15093,8,0,656,0,1
55,46720,17474,24,1,583,1,1
57,49077,20040,16,1,599,0,1
27,50853,16921,11,0,724,0,0
32,13877,15191,1,0,700,0,1
43,40499,16164,2,1,708,0,1
59,36356,17267,27,0,682,0,1
58,55588,20177,7,0,702,0,1
69,36582,19205,9,0,675,0,1
58,76738,17921,12,0,622,0,1
51,47537,12756,16,1,727,0,1
38,72578,18225,20,1,681,0,1
39,45899,18662,7,1,633,0,1
47,45503,13870,18,0,679,0,1
68,53936,6093,14,0,676,0,1
59,47385,11677,12,0,745,0,1
51,53190,12768,8,0,696,0,1
23,31537,9529,4,1,643,0,1
63,62416,17248,43,1,575,1,1
21,65125,10234,0,0,612,0,1
53,48995,938,37,0,655,0,1
61,43294,11616,0,0,677,0,1
37,47843,17949,3,1,696,0,1
20,51227,20149,2,1,610,0,1
50,61517,18277,4,0,722,0,1
68,43725,23554,39,1,658,0,1
65,79523,17200,8,0,722,1,1
36,49884,6880,2,1,612,0,1
53,17691,8478,19,0,711,0,1
24,60724,14666,2,0,615,1,0
69,40195,10180,22,0,641,0,1
47,52368,13359,15,1,720,0,1
46,27544,17585,3,1,612,0,0
31,27095,19639,5,0,621,0,1
42,60694,22129,2,1,778,0,1
25,49374,16816,8,0,655,0,1
28,48818,13662,7,0,707,0,1
38,59089,21782,16,1,697,0,1
59,41649,13617,35,1,632,0,1
33,28284,13135,6,1,613,1,1
37,52672,18054,12,0,656,1,0
59,49554,19349,34,1,687,0,1
68,36094,8889,7,1,652,0,1
51,47766,22057,27,0,654,0,1
37,41053,12371,15,0,666,0,1
65,60097,15300,16,1,655,0,1
23,60665,11640,4,0,666,0,1
51,28015,20658,6,1,658,0,1
67,59894,14777,10,1,712,0,1
62,47036,14780,45,1,731,0,1
32,78049,16921,9,0,762,0,1
65,55316,15369,6,1,647,0,1
18,62362,9693,1,1,669,0,1
64,39706,19849,38,1,614,0,1
30,62874,19670,0,1,694,0,1
25,61247,24026,0,0,723,0,1
48,42943,18430,22,1,670,0,1
64,54051,15368,21,0,667,0,1
64,51549,14597,46,1,653,0,1
19,13859,14248,1,0,654,0,1
44,42825,21198,14,1,749,0,1
59,73724,19300,16,1,615,1,1
69,66248,17589,0,1,652,0,1
32,25802,15759,5,1,696,0,1
61,51874,10411,28,0,648,0,1
30,43861,17848,11,1,717,0,1
55,41776,10544,25,0,510,0,1
23,11723,8060,6,1,692,0,1
43,42757,15639,23,0,629,0,1
61,43487,8887,5,1,749,1,1
49,46452,9799,2,1,734,0,1
38,53143,20608,7,0,699,0,0
40,69490,12220,24,0,711,0,1
44,57236,21165,22,1,650,0,1
26,43741,25865,3,1,633,0,1
64,42284,17900,32,1,620,1,1
32,42231,21008,8,1,786,0,1
31,51703,20016,11,0,631,0,1
53,53875,7811,16,0,726,0,1
48,52195,16222,27,1,675,0,1
43,62366,23774,2,1,649,0,1
32,48293,16448,13,0,703,0,1
51,70598,17531,24,0,674,0,1
69,49028,17118,2,1,586,0,0
20,51225,23314,2,1,590,0,1
58,53415,25536,17,0,720,0,1
30,63395,25769,1,1,656,0,0
58,18001,3231,1,1,635,0,1
28,57677,16789,4,1,667,0,1
65,43082,8970,3,1,692,0,1
60,64669,10649,11,0,611,0,1
31,66345,17736,2,1,630,0,1
39,25825,15281,17,1,766,0,1
68,40326,6134,29,0,660,1,1
36,55491,9078,6,1,678,1,1
41,29353,14767,19,1,662,0,1
41,54931,22983,3,0,756,0,1
48,42415,15997,28,0,672,0,1
61,44190,14086,4,0,650,0,1
65,23569,21020,2,0,687,0,1
41,55385,14391,2,0,695,0,1
30,44655,11518,11,0,615,0,1
24,51166,14237,8,1,703,1,1
28,29653,12778,5,0,597,0,1
35,70651,11286,6,0,583,0,1
55,67504,24470,19,0,663,0,1
65,45090,15983,47,0,792,0,1
60,56560,8112,28,0,705,1,1
27,29496,15483,8,0,616,0,1
23,49933,11491,2,0,666,0,1
68,60478,16834,48,1,610,0,1
59,35871,7549,9,1,644,0,1
67,76157,18651,43,0,689,0,1
63,53824,22239,17,0,652,0,1
37,23018,6281,13,0,697,0,1
54,49492,16592,31,0,665,0,1
22,50228,9283,6,0,691,0,1
24,50077,23814,3,1,737,0,1
45,59973,10500,26,1,640,0,1
66,47175,8870,29,0,743,0,1
52,32517,13059,35,1,772,0,1
26,26813,12656,0,0,661,1,1
50,48943,18132,11,0,615,0,1
51,54816,19738,31,0,566,0,1
35,84849,14596,15,1,736,0,1
22,33730,12458,5,0,751,0,1
41,63185,21758,7,0,745,0,1
36,67231,11843,12,1,633,1,1
46,21053,19574,11,1,664,0,1
49,33929,18177,4,1,597,1,1
44,62358,15877,23,0,647,1,1
41,19102,15189,5,0,693,0,1
69,23838,10752,4,0,781,0,1
57,52446,6068,11,0,635,0,1
54,26868,16028,16,0,584,0,1
45,40170,16411,29,0,672,0,1
47,54614,24449,6,1,678,0,0
56,37689,11385,16,1,644,0,0
63,25987,16749,34,1,648,0,1
62,35488,17772,32,0,700,0,1
69,61267,14666,36,1,727,0,1
45,51995,11815,24,1,610,0,1
69,38088,17496,46,0,680,0,1
60,63953,16511,37,1,728,0,1
40,26618,14587,0,1,636,0,1
25,40321,11016,9,1,649,0,1
36,59454,7824,10,1,708,0,1
63,62635,19369,34,1,713,1,1
46,51982,22646,15,0,697,0,1
56,64920,8827,40,1,690,0,1
45,22773,9118,2,0,661,0,1
34,58414,6768,16,1,765,0,1
53,65000,7626,34,0,735,1,1
47,48274,23994,16,1,636,0,1
59,61796,7109,21,1,676,1,1
32,58043,22383,1,0,730,1,1
23,35836,15726,5,0,708,0,1
45,31810,19316,28,0,705,0,1
28,78263,25558,4,0,689,1,1
44,66313,13289,2,1,735,1,1
44,34323,6737,1,0,699,0,1
60,40159,20898,27,1,756,0,1
49,66287,17647,20,1,690,0,1
69,49897,13770,41,0,614,0,1
40,50288,11354,6,0,622,1,1
49,66789,11695,15,0,634,0,1
52,30340,8212,4,1,706,0,1
19,28735,18800,0,0,671,0,1
38,50908,14147,7,0,585,0,1
29,67280,16614,7,1,625,0,1
68,54833,1605,24,0,725,0,1
26,42802,16123,9,1,665,0,1
34,64863,11116,12,1,671,0,1
25,53993,15098,0,1,719,0,1
24,52387,9045,5,1,645,0,1
25,50895,18381,0,0,713,0,1
26,60172,17206,4,0,668,0,1
62,48016,17967,41,0,721,0,1
40,41576,10610,2,1,592,0,1
38,57901,15798,11,0,647,0,1
18,63889,13438,0,1,708,0,1
36,57193,17016,6,0,636,0,1
30,58733,19577,8,1,600,0,1
69,54937,23317,7,0,728,0,1
49,64338,11288,1,1,670,0,1
30,48938,24325,0,0,778,0,1
46,41659,17531,23,0,647,1,1
51,67023,12232,18,1,650,0,1
18,52361,11545,0,1,710,0,1
38,57732,27579,1,0,760,0,1
49,39615,9827,21,0,674,0,1
33,40199,21642,10,1,627,0,1
29,46993,10204,5,1,668,0,1
47,6011,16850,6,0,749,0,1
27,62066,8755,2,1,597,1,1
20,65144,14135,0,0,757,0,1
39,48064,19936,16,0,687,0,1
67,59080,13182,5,0,748,0,1
38,52913,13347,7,1,713,0,1
55,47692,13845,23,1,689,0,1
55,33117,8488,29,1,735,0,1
63,54454,9064,13,1,702,0,1
43,65296,14351,25,1,711,0,1
38,56599,17955,19,1,700,0,1
41,41559,4808,21,1,634,0,1
59,75413,11150,16,0,743,1,1
37,46125,1501,21,1,635,0,1
57,57671,14303,7,1,716,0,1
63,42598,13963,26,1,698,0,1
31,30573,14214,11,1,701,0,1
51,26355,19440,25,1,665,0,1
52,59021,13354,34,1,625,0,1
53,33078,18126,19,1,612,0,1
43,56472,12375,11,0,702,0,1
26,33457,14407,9,1,644,0,1
40,72063,15181,5,0,687,0,1
54,23061,13848,15,0,758,0,1
49,34637,11740,27,0,713,0,1
31,36914,12181,2,1,693,0,1
63,53095,14955,40,0,705,0,1
20,40609,10958,1,1,676,1,1
36,53739,6861,11,0,740,0,1
26,68628,19029,7,1,717,0,1
61,39962,11003,6,0,754,1,1
39,62932,12737,4,0,685,0,1
69,42278,22762,28,0,685,0,0
30,64339,20448,8,1,735,0,1
41,57411,12235,16,1,691,0,1
53,48549,8290,9,1,611,0,1
45,53438,18050,15,0,621,0,0
46,33908,12605,8,0,724,1,0
47,60758,13646,9,1,764,0,1
50,54043,14791,14,1,674,0,1
43,54356,16616,10,0,687,0,1
26,27681,18420,1,1,659,0,1
33,41197,8856,10,0,665,0,1
25,52188,15772,5,0,666,0,1
37,45024,22447,12,1,656,1,1
68,73223,22040,40,0,666,0,1
59,55671,17887,1,0,778,0,1
37,39711,22371,11,1,693,0,1
66,81807,23209,21,0,707,0,1
66,48702,6908,28,1,672,1,1
26,60078,16657,1,1,762,0,1
25,13798,10416,6,1,705,0,1
48,33384,21340,20,1,762,0,1
21,58991,16075,0,0,654,0,0
43,6740,14012,13,0,702,0,1
34,38774,14746,9,1,741,0,1
39,41495,12378,14,1,667,0,1
23,30449,14922,3,1,719,0,1
68,62643,10640,28,0,622,0,1
27,51693,17147,9,0,673,1,1
47,62025,15772,10,0,692,0,1
33,41653,12818,4,0,672,0,0
65,35870,16808,24,1,632,0,1
67,32148,14771,46,0,737,0,1
62,71533,15442,26,1,632,0,1
22,55992,20953,1,0,662,0,1
39,33451,19712,2,0,733,0,1
49,49204,13434,25,0,672,0,1
34,47477,13517,18,0,613,1,1
24,63132,19340,2,1,761,1,1
42,28138,18180,23,1,701,0,1
40,42515,17023,6,1,688,0,1
50,55220,17487,18,1,662,0,1
20,51761,8947,3,0,717,0,1
19,74196,14101,1,1,716,0,1
36,67937,15545,16,0,704,0,1
56,61019,19941,17,0,763,0,1
45,45313,24077,4,1,779,0,0
33,39486,5509,14,0,654,0,1
18,47041,14012,1,0,742,0,1
64,70324,13413,5,1,613,0,1
60,68435,26061,24,1,629,1,1
51,72183,5089,16,1,678,0,1
66,55244,14593,0,0,751,0,1
29,29033,11286,8,1,683,0,1
41,50894,456,20,1,677,0,1
50,75556,17443,19,1,688,0,1
68,60476,14240,34,1,651,0,1
54,50678,22681,36,0,578,1,1
27,33225,23233,4,0,745,0,1
40,45122,20819,2,1,659,1,1
49,45905,17178,7,0,651,0,1
30,83755,16829,4,1,690,0,1
67,36233,4828,31,0,704,0,1
52,47485,9489,5,0,597,0,1
35,47620,18038,0,0,718,0,1
26,61110,7365,0,1,717,0,1
28,62359,14280,4,1,683,0,1
48,51731,9079,1,0,655,0,1
20,37590,23038,2,1,578,1,0
58,29504,12191,32,1,718,1,1
40,38934,10276,12,0,700,0,1
60,48891,23676,23,1,701,1,1
68,45524,17332,10,1,570,0,0
47,53803,17628,14,0,717,0,1
31,33028,28724,10,0,638,0,1
43,62636,24601,25,1,678,0,1
24,65929,18646,2,1,675,0,1
58,50877,15364,21,1,682,0,0
54,62295,5848,33,0,659,0,1
19,45409,11430,3,1,608,0,1
51,45481,19254,34,0,680,0,1
48,60620,10136,17,0,676,0,1
20,49635,18380,0,0,757,0,1
61,49598,13258,2,0,762,0,1
37,63178,16268,13,0,700,0,1
63,55537,14500,20,0,663,0,1
47,55984,8115,11,1,687,0,0
68,60568,12658,6,1,787,0,1
56,59920,16632,14,1,725,0,1
59,60981,18752,31,0,648,0,1
62,32975,12420,4,0,621,0,1
32,62553,11989,8,1,667,1,1
57,59898,19919,41,1,556,0,1
28,26556,17408,7,0,611,0,1
58,66859,14641,9,0,625,1,1
56,62408,17806,36,1,766,0,1
56,55805,18341,1,0,667,0,1
37,37761,14747,2,0,665,0,1
55,48106,14793,29,0,743,0,1
66,63260,6310,25,1,630,0,1
56,32047,9851,28,1,711,0,1
26,43117,13725,7,1,718,0,1
52,46446,11430,24,1,702,0,1
19,39682,11240,0,0,651,0,1
20,55923,15203,3,0,629,0,1
58,75810,22417,24,1,684,0,1
30,36749,8579,5,0,704,0,1
32,31215,16785,5,0,690,0,1
53,32693,6216,1,1,654,1,1
46,44300,13676,26,0,730,0,1
42,60995,11049,24,1,689,0,1
42,74226,17698,24,0,689,0,1
47,49824,16802,9,1,795,1,1
47,25080,6196,28,1,798,0,1
40,54619,12783,12,0,652,0,1
39,68543,17134,23,0,654,0,1
36,45765,13111,17,1,719,0,1
19,59457,9843,1,0,695,0,1
24,24967,6132,2,1,726,0,1
19,48655,15995,3,0,716,0,1
64,55117,12321,21,0,710,0,1
60,56782,15758,17,1,591,0,1
68,34113,13975,24,0,644,0,1
56,46573,17714,2,1,686,0,1
56,65468,15131,4,1,720,0,1
35,48746,12983,12,1,714,1,1
65,60414,4347,29,0,684,1,1
69,30241,11840,36,1,716,1,1
48,49747,12943,20,0,639,0,1
64,57576,14316,40,0,709,0,1
41,82556,4969,3,0,807,0,1
60,26492,8778,40,0,644,0,1
59,40518,13634,32,0,703,0,1
18,55539,9051,2,1,751,1,1
51,46834,15787,27,0,696,0,1
54,54568,10673,4,0,703,0,1
57,73665,6554,20,0,676,0,1
36,52652,23188,7,0,746,0,1
25,61283,16033,2,1,575,0,1
69,41269,6162,26,1,715,0,1
37,53212,9158,7,0,700,0,1
38,78769,19647,0,0,702,1,1
35,82414,15817,18,0,716,0,1
63,55036,6810,24,1,599,0,0
33,72783,16892,0,1,696,0,1
58,57352,16413,11,0,710,0,1
47,15642,12929,16,0,632,0,1
57,51919,19273,30,0,675,0,1
40,43921,13331,6,0,680,0,1
20,30825,19821,4,1,793,0,1
45,64482,8407,3,1,661,0,1
62,67631,16707,41,0,695,0,1
48,28239,11263,14,1,669,0,1
61,79274,20864,3,1,650,0,1
33,32190,17017,9,0,704,0,1
66,62773,19339,21,0,660,0,1
43,62375,11111,4,1,687,0,1
37,80747,26742,7,0,618,0,1
34,24656,18530,15,0,722,0,1
33,62459,14920,15,1,691,0,1
42,52252,15900,18,0,692,1,1
38,46266,16633,2,1,737,0,1
44,49488,9643,28,1,710,0,1
67,50870,14945,2,1,719,0,1
69,50401,11121,0,0,714,0,1
46,67424,15158,11,0,691,0,1
56,51202,22956,30,0,661,0,1
51,29555,8610,16,1,630,0,0
42,61952,15118,13,0,658,1,1
62,39922,14472,16,0,623,0,1
26,54556,14187,6,1,628,0,1
44,46977,27193,9,0,664,0,1
24,59150,18888,5,1,721,0,0
36,49549,12056,0,0,686,0,0
55,40394,13187,9,1,695,0,1
39,31254,10701,9,1,713,0,1
50,28135,20966,6,0,746,0,1
29,71675,12014,5,1,601,0,1
